x1          ,x2          ,x3          ,x4          ,c
0.091917809 ,0.310378615 ,-0.37000587 ,-3.072977083,class_3
0.00734646  ,-0.02487593 ,0.005293651 ,-0.084531957,class_0
0.228985337 ,-0.276665646,0.208925222 ,-0.09879968 ,class_0
2.785788927 ,-3.012360274,-0.79150614 ,-4.226385575,class_5
-0.234816284,-0.329060742,-0.631154242,6.327997928 ,class_6
-1.597656187,1.691435437 ,-1.05926038 ,2.173066413 ,class_3
-0.106944919,-0.063428763,-4.458943267,-4.172594221,class_6
-9.66E-06   ,0.001452825 ,-0.10599148 ,0.083666855 ,class_0
-1.346886144,-1.185658283,3.007107891 ,0.551683397 ,class_3
-0.942545419,-2.420363959,0.764724983 ,6.339278153 ,class_6
0.584086716 ,-3.488121962,0.792891914 ,4.851585115 ,class_6
3.189559246 ,2.560679645 ,-3.644579666,2.390156952 ,class_5
-0.761421948,4.824117514 ,0.763109361 ,1.220028639 ,class_5
-2.697361051,1.888983135 ,0.681782454 ,1.14816144  ,class_3
-0.556671095,-0.102087902,0.817476172 ,0.721242524 ,class_1
-0.459723403,0.198953579 ,3.09911512  ,4.95887122  ,class_5
-1.410368773,-0.165741279,2.303951728 ,-5.467112993,class_6
-0.952300631,-0.436686117,0.839932114 ,3.936146826 ,class_4
-0.850357355,-0.111712422,-0.57813496 ,2.947422049 ,class_3
0.874962749 ,0.383673579 ,1.261570782 ,-1.616577751,class_2
3.646348749 ,4.371769927 ,-3.021662517,-0.978198178,class_6
-6.238962265,-0.834194402,-1.770173591,3.299127757 ,class_7
-0.71835069 ,0.024554779 ,0.745820094 ,-3.849143093,class_3
2.123329058 ,-0.452874239,-0.883229559,7.187510258 ,class_7
0.260485908 ,0.244117795 ,1.030946975 ,0.683630856 ,class_1
0.320814627 ,2.453971173 ,3.008625124 ,-2.019307947,class_4
-1.333688477,-2.134330604,1.310038453 ,-1.850012467,class_3
2.143066009 ,0.856490093 ,5.093180097 ,4.542897718 ,class_7
2.141405269 ,0.007066767 ,-2.824011159,2.062069071 ,class_4
-1.28722185 ,-0.306687513,-1.77918326 ,2.709629462 ,class_3
-0.776491584,-1.73933589 ,3.216488026 ,0.506810176 ,class_3
0.71508459  ,3.969159177 ,-4.773038049,-4.767821755,class_7
0.015804785 ,-0.006289103,0.163366738 ,-2.211220484,class_2
-2.701544725,-0.716103996,0.109319372 ,1.619104663 ,class_3
2.525117485 ,-2.648283905,-4.063665133,0.84555345  ,class_5
1.163357972 ,0.151223169 ,-1.221905117,6.171842047 ,class_6
1.814255507 ,1.973113154 ,0.10977858  ,-4.015251013,class_4
-0.923395327,1.936349295 ,1.693025561 ,6.656752813 ,class_7
-0.744239106,-0.135623892,-2.19276929 ,2.892796578 ,class_3
-3.977676321,3.995269144 ,0.249884187 ,3.446322051 ,class_6
-0.056777546,0.177318616 ,-0.175712877,0.075458124 ,class_0
2.854993067 ,1.869020709 ,-2.930436313,2.195616313 ,class_5
0.011101828 ,3.581586317 ,-0.989384466,-0.270700418,class_3
0.627146438 ,0.383394365 ,2.043301828 ,-0.827337886,class_2
-2.712177852,3.251579911 ,-6.384367212,2.17924513  ,class_7
2.076405233 ,-1.503243733,-3.001607114,6.668490489 ,class_7
-0.023451493,0.011436307 ,-0.059901557,-0.238628369,class_0
-1.211370321,-0.222571   ,1.745242685 ,-0.70371261 ,class_2
-0.144813383,0.608159691 ,-0.442978511,1.397077338 ,class_1
-0.88201552 ,0.075392415 ,1.23369985  ,-1.581888043,class_2
0.1312193   ,4.132669248 ,-2.947261568,-2.989764476,class_5
-1.769256925,0.650844837 ,7.019471328 ,0.077237558 ,class_7
0.206382321 ,0.035890067 ,1.320452255 ,-1.098573633,class_1
-0.811652844,-0.093786747,1.237661528 ,3.64718289  ,class_3
0.732941914 ,5.051673431 ,-0.903882305,-0.539224844,class_5
0.290868202 ,0.092493524 ,-0.391821702,1.306860435 ,class_1
-0.41055082 ,0.616868836 ,0.19117792  ,-0.01557703 ,class_0
0.414291008 ,-0.179194975,1.192155382 ,0.447935589 ,class_1
0.053845181 ,-0.105211516,-0.071929085,-5.3147603  ,class_5
-0.53050431 ,-1.396320128,-1.771831871,-4.254268604,class_4
0.006483381 ,-1.296485531,-1.312310898,-1.588364147,class_2
-0.725064052,1.139104753 ,-0.133954474,1.095419369 ,class_1
1.020143862 ,-0.408274088,-1.872196639,2.243396459 ,class_3
-0.169521328,-0.051201953,0.546715839 ,1.679937795 ,class_1
0.426219367 ,0.196594012 ,0.211749821 ,7.087996668 ,class_7
-1.172909855,0.832030589 ,1.830325263 ,-0.93370581 ,class_2
0.09747437  ,-0.177934488,0.214609226 ,-0.888527184,class_0
1.137133596 ,0.395070037 ,1.480251097 ,0.70034977  ,class_2
-0.402311749,-0.014952712,5.295830249 ,-4.939918735,class_7
2.014100109 ,0.534600163 ,1.571150666 ,6.605674612 ,class_7
1.01557273  ,-1.40231255 ,7.506311504 ,0.840302254 ,class_7
-0.598433756,-0.293934819,0.37150598  ,2.160641397 ,class_2
1.273733255 ,0.319481727 ,-0.593555827,-0.323232648,class_1
-1.666077678,-2.389104306,0.565510535 ,-2.036177329,class_3
-1.752037325,3.625952472 ,0.485953197 ,-2.630721793,class_4
1.657870948 ,2.281658825 ,3.920741185 ,2.467470572 ,class_5
-0.033013728,-0.224022595,0.417019962 ,4.003862976 ,class_4
2.70203553  ,-0.207744182,-4.223098707,-0.024720057,class_5
0.57607357  ,-0.352090148,2.132915896 ,1.562845224 ,class_2
0.084747717 ,-0.196347402,-0.313814758,-1.190622296,class_1
-0.162557393,0.174654662 ,-2.463269596,0.752131182 ,class_2
-0.195160258,-0.846521423,0.438396631 ,0.160048912 ,class_0
-0.144803502,-0.025083761,2.174653257 ,-2.912009264,class_3
0.080503897 ,-0.069101581,1.148025358 ,1.83301167  ,class_2
0.650721119 ,-1.520082433,2.694898403 ,-1.599482776,class_3
0.049136236 ,-2.783382097,-1.417758131,3.274305685 ,class_4
-0.764935843,1.180373792 ,-1.034149671,-2.832602784,class_3
0.166212345 ,-0.218619205,0.50423289  ,-0.401259056,class_0
0.243184936 ,0.340288085 ,5.341551067 ,-3.933314449,class_6
0.093709302 ,0.1572084   ,1.181520426 ,5.134114744 ,class_5
0.008512203 ,0.005145341 ,-0.588178223,0.028437203 ,class_0
-1.597506138,-0.582916379,-1.370274783,0.022831877 ,class_2
-0.668961203,0.385273669 ,1.5249927   ,-0.126763444,class_1
0.022116158 ,-0.015240484,-0.027924813,0.04453971  ,class_0
-0.370337137,0.075298532 ,2.490470468 ,-6.142329177,class_6
0.955505612 ,0.536735311 ,-2.701417056,2.878903367 ,class_4
3.295231246 ,-1.594442257,-3.269201104,-1.812095292,class_5
0.521163652 ,-0.223202467,6.016205986 ,-3.867776812,class_7
4.529094742 ,2.284262199 ,5.55714401  ,-0.701797685,class_7
1.206430744 ,4.464450959 ,-0.184351401,1.571748638 ,class_4
0.208839123 ,0.508686641 ,-2.687108313,2.364660051 ,class_3
-0.101626244,0.123696158 ,0.898481989 ,1.13329615  ,class_1
4.755311699 ,0.077937257 ,4.218012817 ,-1.242057956,class_6
0.004546506 ,0.18184253  ,0.354223381 ,-0.56264897 ,class_0
0.001837905 ,-0.002408846,-0.121154279,0.051080611 ,class_0
3.591540427 ,2.637883968 ,-2.350357981,0.14292565  ,class_5
0.007199989 ,0.005511122 ,0.018877896 ,-6.692873254,class_6
2.217073763 ,-2.231049427,-3.980561672,-4.230363969,class_6
4.849494273 ,-0.110208882,-1.804343008,-1.396050596,class_5
-0.024022437,0.150838589 ,0.139030205 ,-5.901379852,class_5
-5.51946687 ,-4.477352905,0.132186896 ,1.120499672 ,class_7
-0.123384356,0.012819522 ,2.683207097 ,-2.6929157  ,class_3
0.886770762 ,1.467083658 ,1.106338871 ,-7.723487339,class_7
0.147436405 ,-0.104005274,0.195944282 ,1.30012358  ,class_1
4.083584094 ,-1.206705466,0.094368043 ,-0.777100466,class_4
0.232004231 ,-0.590865634,0.332901781 ,0.64017974  ,class_0
-3.213487962,-2.228996092,0.568696766 ,-1.51428707 ,class_4
-0.100304751,0.173193032 ,-2.900285921,5.458498323 ,class_6
5.112678272 ,0.827588057 ,-1.008203201,4.420173366 ,class_6
0.846407821 ,3.205702376 ,1.424652873 ,4.604312514 ,class_5
0.238500554 ,0.015852251 ,-0.038493359,5.566279973 ,class_5
-0.771853426,-3.923114734,-2.386211085,-4.413489341,class_6
-0.101886351,-0.074689288,-3.264703884,5.833531986 ,class_6
0.067937073 ,0.578683287 ,-1.318103211,2.369731029 ,class_2
-4.012892875,-0.064440834,1.936000873 ,1.774427495 ,class_4
1.1764567   ,0.595490789 ,-0.370869093,-3.171021443,class_3
-3.56462018 ,3.163283142 ,1.715360467 ,2.790059365 ,class_5
1.788806366 ,2.078438697 ,1.698252461 ,4.433202639 ,class_5
2.088447964 ,-1.071792719,-1.524786763,-2.848279712,class_3
-5.10830814 ,-1.764799101,3.909483845 ,0.154398409 ,class_6
1.813407833 ,-0.597579941,3.206570299 ,5.316783899 ,class_6
-0.016917148,1.671842713 ,-2.770680685,-3.824271301,class_5
-0.006241723,-0.035747664,-0.049729765,-2.668542523,class_2
0.259787236 ,0.115093503 ,-1.854995808,2.041875538 ,class_2
1.907258336 ,0.830275265 ,-3.395218763,-3.654879023,class_5
0.298502481 ,0.421977975 ,0.74537681  ,0.559375748 ,class_1
-1.088798278,-2.302037686,4.032841662 ,-0.795131584,class_4
-0.055288978,0.302257868 ,-0.354142378,1.077373168 ,class_1
-0.057075734,-0.018585838,-0.021173756,1.532523324 ,class_1
0.603664766 ,2.718215213 ,-0.09944947 ,5.393206854 ,class_6
-0.970460382,-0.018347282,-3.373480674,6.172389097 ,class_7
0.367986653 ,1.407550426 ,0.232236412 ,1.25146019  ,class_1
0.033033941 ,0.002875772 ,-0.346297914,3.776647834 ,class_3
-0.131600349,0.125965066 ,-6.621684039,0.96191964  ,class_6
0.055650531 ,-0.032242384,-0.002276311,0.466879686 ,class_0
0.002537621 ,-0.003009227,0.00957375  ,0.003789148 ,class_0
-0.888730499,-0.523011549,1.622218206 ,0.548125994 ,class_1
-0.472671027,0.468996663 ,-5.472174134,-4.6607367  ,class_7
-1.261796766,0.778541331 ,0.1428651   ,6.276005546 ,class_6
1.105646631 ,-0.691968684,-5.118632574,-4.50096698 ,class_6
-0.854355131,0.302860038 ,0.692838032 ,-5.37647111 ,class_5
-4.869075089,0.732724848 ,-5.943645649,1.984753098 ,class_7
-0.325933381,0.771427353 ,-0.079284181,3.847095938 ,class_3
0.473729438 ,2.362705252 ,1.738365857 ,5.053929724 ,class_5
0.080911667 ,-0.064322277,-0.022754116,0.022784172 ,class_0
-0.130052784,-0.269947013,-0.338502165,-1.901543049,class_1
0.003260731 ,-0.005994952,1.886461977 ,7.212790023 ,class_7
-2.286573865,1.566479395 ,4.382176049 ,5.197718536 ,class_7
0.348120827 ,0.552625025 ,-0.075997696,5.969404402 ,class_6
-1.190058428,1.357560486 ,0.909346768 ,2.610561661 ,class_3
0.159185949 ,0.469365549 ,0.606407336 ,1.482879113 ,class_1
-0.005721827,0.003348339 ,0.016656422 ,0.294372672 ,class_0
0.083420287 ,-0.254428077,-1.567341407,-7.368959625,class_7
-0.159129586,-0.08994222 ,0.452309771 ,-1.247311812,class_1
-0.161940493,-0.06878366 ,0.026765237 ,4.22901827  ,class_4
2.698039285 ,-4.149123972,0.768070939 ,2.408370184 ,class_5
-0.084446962,0.170546105 ,0.171275738 ,-3.345707453,class_3
-0.42914161 ,-1.940664375,-3.923174949,-4.603493075,class_6
0.377696227 ,-1.820948808,-0.75416712 ,-6.631051015,class_6
0.730837355 ,0.4878587   ,-0.692815857,-3.761678893,class_3
-2.643938462,-2.02436906 ,-6.481362775,-1.367934191,class_7
-0.128299046,-0.178950744,-0.120409197,4.105135492 ,class_4
-0.157732667,-0.062395072,-1.858571839,-3.136380864,class_3
0.34088239  ,0.128287616 ,0.689035329 ,-1.9142541  ,class_2
-0.051140182,-0.013818795,-1.322077173,-0.232165239,class_1
1.262616016 ,0.373837446 ,-0.414746572,-3.468703008,class_3
0.399832049 ,-0.089864117,0.170778264 ,-0.305217058,class_0
1.003736878 ,-0.37901299 ,-0.005697779,-5.536926249,class_5
0.044381315 ,4.478705146 ,-3.677364215,0.34370763  ,class_5
3.089918678 ,-0.630764798,0.394160811 ,2.461522037 ,class_4
0.535887239 ,-0.238325527,2.118573792 ,-1.296328595,class_2
-0.135883404,-0.138410708,1.295523147 ,6.463882519 ,class_6
-0.260362196,0.09738263  ,3.763923747 ,3.673198688 ,class_5
-0.991066107,1.66825475  ,-0.317707168,2.36466844  ,class_3
0.796338889 ,0.192131398 ,1.578869042 ,4.736586703 ,class_5
2.02815595  ,2.304323148 ,0.774786759 ,-0.766552059,class_3
-0.012734426,-0.194709274,-0.436078414,-0.51674887 ,class_0
0.328569998 ,-0.540543318,-0.196827901,2.676427357 ,class_2
0.061396921 ,-0.003478076,-0.010624291,-5.740273721,class_5
1.380061885 ,0.989741829 ,-0.729946904,3.399365407 ,class_3
0.072603442 ,-0.040823405,-3.681210148,-0.0106145  ,class_3
-0.398144552,0.229671129 ,0.054211109 ,1.369426548 ,class_1
-1.452743063,-0.445845023,-1.413922447,-4.824433537,class_5
0.98358915  ,0.150303307 ,-6.163117545,1.108261515 ,class_6
0.198973515 ,2.853303901 ,0.794365197 ,1.855966455 ,class_3
0.117129864 ,-0.038262913,0.117711725 ,-0.702956124,class_0
2.316843003 ,2.070455639 ,2.738021166 ,6.043250822 ,class_7
-0.64226728 ,0.0866443   ,5.960533828 ,4.230457871 ,class_7
-2.176448491,1.915046241 ,-0.60413919 ,-3.788406034,class_4
-0.00302961 ,-0.031843894,-0.003752661,7.489015078 ,class_7
-0.389996003,0.194912539 ,-0.702514357,0.420870601 ,class_0
-1.44945125 ,1.690804578 ,-1.160638043,-0.887283802,class_2
-0.366050132,0.530565108 ,-0.493943072,5.267957232 ,class_5
-0.204228983,-0.105084908,-0.758184334,-0.860527312,class_1
-1.369724999,-3.71610246 ,-0.570904476,-0.603701905,class_4
-0.312033442,0.505667096 ,-1.186569884,-2.243426849,class_2
1.973550369 ,0.764389951 ,-0.144175805,0.586335899 ,class_2
0.319986758 ,0.446870509 ,-0.130354138,-4.891730874,class_4
-0.425375317,-0.405330205,3.136676785 ,1.94142211  ,class_3
-0.472036692,1.872148394 ,1.613199547 ,-5.748371609,class_6
-0.221690623,-0.231975676,-0.374205766,0.407175324 ,class_0
-0.258117479,-0.46679339 ,-0.298664702,2.625800274 ,class_2
0.290020205 ,0.249452286 ,0.626145964 ,-2.672690964,class_2
-0.554524053,-1.127492323,-1.007363154,-0.808322043,class_1
1.321109262 ,-3.233204706,-0.085531396,-4.722001437,class_5
-0.811443622,1.67797163  ,2.141391949 ,0.536909284 ,class_2
0.156111173 ,-0.383525288,-0.076898922,-6.971914684,class_6
-0.190072408,2.364133045 ,-3.05119241 ,-6.134911373,class_7
0.230547705 ,0.123437052 ,-0.564032892,1.050113105 ,class_1
-0.39980607 ,-0.346194945,0.260434708 ,0.82179676  ,class_1
-0.03596207 ,0.016465553 ,-0.018736458,-1.200681828,class_1
-1.264695447,-3.05242835 ,5.201274541 ,-2.293929916,class_6
-0.786896967,1.091936102 ,0.996021954 ,-6.5573386  ,class_6
-2.373673398,0.233535593 ,-0.547477373,-0.752440837,class_2
1.326805344 ,0.559894167 ,-0.423318071,0.999392308 ,class_1
0.889434101 ,-0.920411117,0.782596952 ,-1.435125194,class_2
0.002811735 ,-0.034783322,-0.020066986,0.354737885 ,class_0
1.318992486 ,-0.041462082,4.898565172 ,5.720165117 ,class_7
6.079709105 ,0.590689471 ,2.096752416 ,-0.472002848,class_6
-0.320821778,-2.427762876,-3.098229599,3.457131588 ,class_5
-1.384723704,1.030685101 ,1.473657094 ,3.283925827 ,class_3
-0.537709629,-0.36111448 ,-0.132783708,4.803191452 ,class_4
2.38210639  ,1.017005112 ,6.990541389 ,-2.629666887,class_7
0.130475591 ,0.071485167 ,-1.169657155,1.16326614  ,class_1
0.276412673 ,0.385002504 ,0.54694644  ,2.599328454 ,class_2
0.20738134  ,-0.073146284,-0.590304723,2.894066229 ,class_2
-0.808561413,1.239095519 ,3.092436959 ,-0.885737942,class_3
-0.993759494,0.989638594 ,-0.666431664,0.964300986 ,class_1
0.104439231 ,0.091671692 ,-4.565484371,-3.818988973,class_5
-0.725387416,-0.868818998,3.199432799 ,-1.231891991,class_3
0.025064813 ,0.022316097 ,-0.016611448,0.091874473 ,class_0
0.0036347   ,-0.018169476,-0.00448105 ,-0.423854394,class_0
-2.774214485,4.397541589 ,5.669066324 ,-0.9252332  ,class_7
1.388608767 ,-0.227667767,1.186330711 ,6.662627285 ,class_6
2.569587833 ,-1.097753085,-0.016309812,-5.184891825,class_5
-0.012758833,0.032344827 ,0.053088265 ,0.628534369 ,class_0
0.891197974 ,-4.131372308,-0.514085494,0.063506716 ,class_4
-0.041085901,-0.020386433,0.149404822 ,-3.826025307,class_3
-0.014697407,-0.118394705,0.0690211   ,-0.074668423,class_0
-0.466108415,-0.187653485,-0.349648373,1.272104998 ,class_1
-1.172679123,3.210031744 ,-2.554939639,-1.540258189,class_4
0.481473144 ,1.422958865 ,-2.328871219,0.641562814 ,class_2
0.067069618 ,-0.04824941 ,-0.033461059,-0.058281826,class_0
0.001644127 ,0.000815483 ,0.002332287 ,1.625548703 ,class_1
-2.111276787,2.259648699 ,3.666539446 ,1.346430428 ,class_4
-0.238495869,0.030701773 ,-0.316116124,-0.658469174,class_0
-1.065644564,-1.406670673,0.059402335 ,6.778882109 ,class_7
0.808940287 ,1.225813492 ,1.23546512  ,-0.466619035,class_1
-0.015691073,0.075378675 ,-2.28142807 ,-2.443603857,class_3
-3.598296736,0.736133319 ,0.917242717 ,-2.702505282,class_4
2.119294542 ,-2.280946151,1.557345825 ,3.849536114 ,class_5
3.157900302 ,-1.582198013,2.655807728 ,-4.781171615,class_6
1.097255262 ,-0.009653797,-1.188238527,2.358525844 ,class_2
0.38500214  ,3.961051675 ,-3.797663163,-1.975428992,class_5
-2.35941818 ,-0.753478098,-2.682573083,7.114174489 ,class_7
0.066472249 ,1.908236595 ,-1.756076638,-3.746931328,class_4
-1.861138041,-0.319181268,0.570624449 ,-4.156227744,class_4
6.372064983 ,0.493482756 ,-2.973332172,-2.025880723,class_7
0.150589154 ,0.025958405 ,-0.381718003,-3.070263601,class_3
0.001563595 ,0.002093826 ,-0.024206978,0.734335134 ,class_0
0.8749886   ,1.365823498 ,-0.293129751,6.24460237  ,class_6
-0.824858009,0.359533819 ,-1.670858266,1.09971378  ,class_2
-1.528268005,-2.115591665,0.922011267 ,0.474756541 ,class_2
0.162075054 ,0.505562371 ,0.436846472 ,1.913291175 ,class_2
-0.091658144,0.258685437 ,0.287534117 ,-1.30517723 ,class_1
1.733313499 ,-0.27767227 ,-1.897751922,-6.746029819,class_7
-0.333606666,1.52021223  ,-3.371705084,4.019639162 ,class_5
-0.84052079 ,-0.359377838,1.162858519 ,-0.555897922,class_1
-2.500884835,-2.188747232,-5.270119088,-4.577396325,class_7
-0.652122534,0.300074105 ,-4.276960708,4.772977285 ,class_6
0.36830004  ,1.222135224 ,-1.085516275,6.77447409  ,class_6
0.005446114 ,0.000286605 ,-0.0044261  ,-6.214518386,class_6
0.570156236 ,1.685851285 ,2.081548957 ,-6.196596257,class_6
0.646135094 ,0.516309848 ,-1.178775382,7.316306253 ,class_7
0.110741578 ,0.230662504 ,-0.122225579,0.927764897 ,class_0
-0.025597995,-0.050407245,0.90576014  ,-1.759629392,class_1
2.012747847 ,-2.649859618,0.294290727 ,-2.522961348,class_4
-0.852288154,-0.141891239,0.25696952  ,-2.499240893,class_2
-0.82468248 ,0.019644857 ,0.322992409 ,2.309017532 ,class_2
0.305804499 ,1.189596057 ,-0.179662703,-1.803899626,class_2
1.75159999  ,-1.923879413,-4.201479279,0.9772201   ,class_5
-1.456445546,0.923139636 ,-2.976023668,1.575954606 ,class_3
0.005194689 ,-0.0266371  ,-0.251981301,1.996360007 ,class_2
-5.688808929,-0.996988656,-2.302144889,2.284101755 ,class_6
-0.670484754,-0.045295766,-0.907129798,-2.014520203,class_2
-0.372127488,-0.877830661,-0.372105488,6.359977138 ,class_6
1.70979648  ,1.025909993 ,-4.332075565,0.092570977 ,class_4
-0.855649799,0.844677714 ,-0.740205532,-0.310503798,class_1
0.617989918 ,1.220684658 ,-1.599128872,-1.039561334,class_2
1.589976636 ,-0.140480171,-0.557538925,-5.584402908,class_5
-1.167448939,-1.57319632 ,4.634974043 ,0.495255653 ,class_5
0.555435535 ,-1.651363969,-0.529072737,-0.541748533,class_1
-0.214623527,0.014328101 ,0.089866299 ,4.845022993 ,class_4
-0.40996851 ,0.245293351 ,-3.133633814,2.443810302 ,class_4
1.746354762 ,-2.69206924 ,-2.866040495,-2.286796458,class_4
0.52560452  ,0.801292423 ,-0.765656978,-2.150118759,class_2
-0.611427812,0.496941805 ,5.307510808 ,0.788048753 ,class_5
-0.106677876,0.51269148  ,-0.013983403,-0.97833253 ,class_1
-0.756177629,-1.269958077,1.838353594 ,-0.959729598,class_2
0.006096961 ,0.018578217 ,0.04409382  ,-0.331106921,class_0
0.171398743 ,-0.04508805 ,-0.884228051,2.652091489 ,class_2
-1.150446445,3.453627694 ,3.112932882 ,0.749829851 ,class_4
-0.37977931 ,-0.249519734,-0.066626534,-5.830835205,class_5
-0.036688752,-0.078072673,0.644326424 ,-0.61507461 ,class_0
-1.832264357,4.23091642  ,4.517825451 ,-0.446710115,class_6
-0.001752763,0.000930906 ,-0.228658717,-3.875870141,class_3
0.445504318 ,-1.092447368,-0.279314909,2.197162878 ,class_2
-0.467047522,0.459554315 ,-0.106833585,-1.031633795,class_1
0.01881054  ,-0.057748162,2.275242258 ,2.898729839 ,class_3
-0.409995184,-0.12428591 ,0.504896855 ,-0.559591687,class_0
0.050319058 ,-0.025365381,0.912862902 ,-5.714492396,class_5
0.105566893 ,-1.850117117,0.703434032 ,-4.496872128,class_4
0.424586943 ,0.288211201 ,-0.512834525,0.672658714 ,class_0
-0.082952938,0.054655146 ,0.141863867 ,-2.73013402 ,class_2
5.067941033 ,3.782537636 ,-1.632099358,-4.570210574,class_7
-1.514365377,-2.286967123,5.237896662 ,3.03467161  ,class_6
3.780955265 ,-0.451747808,-4.578954074,4.839899878 ,class_7
-0.785488547,2.36330413  ,2.78104345  ,-2.187440884,class_4
-0.027844617,-0.389487867,0.561730979 ,3.27383139  ,class_3
3.021774442 ,-5.913505478,-1.775780271,-3.25597184 ,class_7
0.146744519 ,-0.043508159,-0.058428524,0.244236072 ,class_0
-0.029952152,0.234230429 ,1.265335038 ,-2.281649428,class_2
0.404358118 ,1.720386329 ,-1.822394306,1.275095603 ,class_2
0.702063836 ,-0.275325084,-1.362645808,-1.68177799 ,class_2
-0.315599612,-0.284145495,0.597651059 ,-3.490826845,class_3
1.599487797 ,3.544842802 ,2.310130364 ,1.533789428 ,class_4
0.069445032 ,-0.109487172,0.35694759  ,1.021483759 ,class_1
-0.374958159,-0.071367602,-0.784964882,-0.952126846,class_1
2.58273493  ,-0.798280096,-0.001272341,-0.771977257,class_2
-1.241204843,0.686952248 ,1.155207937 ,-1.071575718,class_2
